marital_status,day_or_night,previous_qualification,admission_grade,displaced,gender,age,international,target
soltero,Si,156,156,No,Hombre,24,No,Dropout
soltero,Si,130,126.1,Si,Hombre,27,No,Dropout
soltero,Si,110,120,No,Hombre,27,No,Dropout
soltero,Si,108,105.2,Si,Hombre,25,No,Dropout
soltero,Si,150,137.8,Si,Hombre,19,No,Graduate
soltero,Si,123,116,Si,Hombre,20,No,Dropout
soltero,Si,150,150,Si,Mujer,22,No,Dropout
soltero,Si,125,118,Si,Mujer,19,No,Graduate
soltero,Si,117,109.3,Si,Mujer,18,No,Graduate
soltero,Si,121,119.3,Si,Mujer,20,No,Graduate
soltero,Si,140,146.3,Si,Mujer,18,Si,Dropout
soltero,Si,130,161.5,No,Hombre,36,No,Graduate
soltero,Si,140,140,No,Hombre,19,Si,Graduate
soltero,Si,140,142.2,No,Hombre,21,No,Graduate
soltero,Si,140,129.2,Si,Mujer,26,No,Dropout
soltero,Si,140,100,No,Mujer,29,Si,Dropout
soltero,Si,140,140,No,Hombre,27,No,Dropout
soltero,Si,140,136.9,Si,Mujer,19,No,Graduate
soltero,Si,149,148.7,No,Hombre,20,No,Dropout
casado,Si,140,133,No,Hombre,33,No,Graduate
casado,No,140,150,No,Hombre,35,No,Dropout
soltero,Si,133.1,98,Si,Hombre,23,No,Graduate
soltero,Si,125,122.4,Si,Hombre,19,No,Graduate
soltero,Si,133.1,112,Si,Hombre,21,No,Graduate
soltero,Si,130,143.8,No,Hombre,27,No,Dropout
soltero,Si,140,138,No,Hombre,28,No,Dropout
casado,Si,133.1,103.5,No,Hombre,42,No,Dropout
soltero,No,140,140,No,Hombre,27,No,Graduate
soltero,Si,116,108.7,Si,Hombre,23,No,Dropout
soltero,Si,118,115.9,Si,Hombre,18,No,Graduate
casado,Si,140,127.3,No,Hombre,26,No,Graduate
soltero,Si,146,138.7,No,Hombre,18,No,Dropout
soltero,No,150,135.8,No,Hombre,29,No,Dropout
soltero,Si,137,134.6,Si,Hombre,22,No,Dropout
soltero,Si,134,132.8,Si,Mujer,19,No,Graduate
soltero,Si,160,155.5,Si,Mujer,18,No,Graduate
soltero,Si,126,132,Si,Mujer,18,No,Dropout
soltero,Si,133.1,110,No,Mujer,40,No,Dropout
soltero,Si,114,127.3,Si,Mujer,20,Si,Dropout
soltero,Si,139,126,Si,Hombre,18,No,Dropout
soltero,No,130,130,No,Hombre,31,No,Graduate
soltero,Si,131,118.8,No,Hombre,18,No,Graduate
soltero,Si,130,127.6,Si,Hombre,22,No,Dropout
soltero,Si,133.1,112.1,No,Hombre,38,No,Dropout
soltero,No,130,130,No,Hombre,33,No,Dropout
soltero,Si,127,121.4,No,Hombre,18,No,Dropout
soltero,No,134,120.6,Si,Hombre,27,No,Graduate
soltero,Si,130,126.5,No,Hombre,26,No,Graduate
soltero,Si,127,120.2,Si,Mujer,19,No,Graduate
casado,Si,130,120,No,Hombre,44,No,Dropout
soltero,Si,142,137.5,Si,Hombre,19,No,Graduate
soltero,Si,117,127.9,Si,Hombre,20,No,Dropout
divorciado,No,164,131.8,No,Mujer,31,No,Graduate
soltero,Si,130,129,Si,Mujer,25,No,Graduate
soltero,Si,127,115.8,Si,Mujer,19,No,Dropout
soltero,Si,140,126.4,Si,Mujer,18,No,Dropout
soltero,Si,133.1,112.9,No,Mujer,24,No,Dropout
soltero,Si,120,111.6,No,Mujer,20,No,Graduate
soltero,Si,160,152,No,Mujer,18,No,Graduate
soltero,Si,141,132.6,No,Mujer,18,No,Graduate
soltero,Si,120,120,No,Mujer,28,No,Dropout
soltero,Si,162,142.8,No,Mujer,18,No,Dropout
soltero,Si,130,124.8,No,Mujer,18,No,Graduate
soltero,Si,134,126.3,Si,Mujer,18,No,Graduate
soltero,Si,133.1,119,Si,Mujer,19,No,Dropout
soltero,Si,137,124.9,No,Mujer,19,No,Graduate
soltero,Si,133.1,118,No,Mujer,20,No,Graduate
casado,No,110,100,No,Mujer,34,No,Graduate
soltero,Si,133,130.8,Si,Mujer,19,No,Graduate
soltero,Si,130,110,Si,Mujer,24,No,Graduate
soltero,Si,151,151,Si,Mujer,18,Si,Dropout
soltero,Si,125,131,Si,Hombre,19,No,Dropout
soltero,Si,158,155.2,No,Hombre,18,No,Graduate
soltero,Si,133,119.7,Si,Hombre,19,No,Graduate
soltero,Si,138,131,Si,Hombre,19,No,Dropout
soltero,Si,126,116.9,No,Hombre,19,No,Dropout
casado,No,140,130,Si,Hombre,41,No,Dropout
soltero,Si,143,137.8,No,Hombre,19,No,Graduate
soltero,Si,120,120,Si,Hombre,23,No,Dropout
soltero,Si,148,133,No,Hombre,18,No,Dropout
soltero,Si,126,115.2,No,Hombre,19,No,Graduate
soltero,Si,160,160,Si,Hombre,20,No,Graduate
soltero,Si,140,106.3,No,Hombre,35,No,Dropout
divorciado,Si,133.1,103,No,Hombre,34,No,Dropout
soltero,Si,136,136,Si,Mujer,19,No,Graduate
soltero,Si,150,146.5,Si,Hombre,22,Si,Graduate
soltero,Si,130,131.4,No,Hombre,20,No,Graduate
casado,Si,110,137,No,Hombre,30,No,Dropout
soltero,Si,121,111.9,Si,Hombre,20,No,Dropout
soltero,Si,127,131.2,Si,Hombre,18,No,Graduate
soltero,Si,140,131.2,No,Hombre,26,No,Dropout
soltero,No,130,140,No,Hombre,26,No,Graduate
soltero,Si,130,121.5,No,Hombre,26,No,Dropout
soltero,No,100,153.5,No,Hombre,31,No,Dropout
soltero,Si,139,142.2,Si,Hombre,20,No,Graduate
soltero,Si,150,131.1,Si,Hombre,19,No,Graduate
soltero,Si,133.1,130.6,Si,Hombre,23,No,Dropout
soltero,Si,119,115,Si,Hombre,20,No,Dropout
soltero,Si,170,125,No,Hombre,20,No,Graduate
soltero,No,133.1,97.5,Si,Hombre,29,No,Dropout
soltero,Si,133,134.4,Si,Hombre,20,No,Graduate
soltero,Si,125,118.8,No,Hombre,24,No,Graduate
soltero,Si,133.1,110.5,No,Hombre,37,No,Dropout
soltero,Si,143,123.3,Si,Hombre,18,No,Dropout
soltero,Si,127,139.6,Si,Hombre,18,No,Dropout
soltero,Si,157,138.8,No,Hombre,18,No,Graduate
soltero,Si,140,140,No,Hombre,35,No,Dropout
soltero,Si,128,118.2,No,Mujer,19,No,Dropout
soltero,Si,145,150.6,Si,Hombre,18,No,Graduate
soltero,Si,132,126,Si,Mujer,19,No,Graduate
soltero,Si,160,160,Si,Hombre,30,No,Dropout
casado,Si,160,160,No,Hombre,51,No,Dropout
soltero,Si,184.4,184.4,No,Mujer,18,Si,Graduate
soltero,Si,149,156,Si,Mujer,18,No,Graduate
soltero,Si,146,150.2,Si,Mujer,18,No,Graduate
soltero,Si,139,126.3,Si,Mujer,18,No,Graduate
soltero,Si,152,146.1,Si,Mujer,18,No,Dropout
soltero,Si,121,116.8,Si,Mujer,23,No,Graduate
soltero,Si,121,112.3,Si,Mujer,18,No,Dropout
soltero,Si,143,155.3,Si,Mujer,18,No,Graduate
soltero,Si,150,153.8,Si,Mujer,21,No,Graduate
soltero,Si,126,110,No,Mujer,20,No,Graduate
soltero,Si,133.1,128.2,No,Mujer,24,No,Graduate
soltero,Si,127,120.4,Si,Mujer,18,No,Graduate
soltero,Si,160,153,Si,Mujer,18,No,Graduate
soltero,Si,121,117.9,Si,Mujer,19,No,Graduate
soltero,Si,150,145.6,Si,Mujer,20,No,Graduate
soltero,Si,117,119.8,Si,Mujer,18,No,Graduate
soltero,Si,141,126.8,Si,Mujer,18,No,Graduate
soltero,Si,148,137.3,Si,Mujer,19,No,Graduate
soltero,Si,120,115.5,Si,Mujer,18,No,Graduate
soltero,Si,132,127.5,Si,Mujer,20,No,Graduate
soltero,Si,125,116.3,Si,Mujer,18,No,Graduate
casado,No,123,113.2,No,Mujer,18,No,Dropout
soltero,Si,142,132.6,Si,Mujer,18,No,Graduate
soltero,Si,148,132,Si,Mujer,18,No,Graduate
soltero,Si,136,130.3,Si,Mujer,18,No,Graduate
soltero,Si,123,116.7,Si,Mujer,20,No,Graduate
soltero,Si,135,134,Si,Mujer,22,No,Graduate
soltero,Si,136,139.2,Si,Mujer,18,No,Graduate
soltero,Si,142,129.4,No,Mujer,18,No,Graduate
soltero,Si,127,125.6,No,Mujer,18,No,Dropout
soltero,Si,131,129.3,No,Mujer,19,No,Graduate
soltero,Si,134,128.4,Si,Mujer,19,No,Graduate
soltero,Si,142,139.9,No,Mujer,18,No,Graduate
soltero,Si,133,128.5,Si,Mujer,18,No,Graduate
soltero,Si,125,117.8,Si,Mujer,18,No,Graduate
soltero,Si,120,115.1,Si,Mujer,19,No,Graduate
soltero,Si,125,118,Si,Mujer,18,No,Graduate
soltero,Si,133.1,120,No,Mujer,25,No,Graduate
soltero,Si,133.1,119.6,Si,Mujer,19,No,Graduate
soltero,Si,143,133.2,Si,Mujer,18,No,Graduate
soltero,Si,147,141.8,Si,Mujer,19,No,Graduate
casado,Si,142,130.3,No,Mujer,18,No,Graduate
soltero,Si,150,100,No,Mujer,24,No,Dropout
soltero,Si,124,114.6,Si,Mujer,21,No,Graduate
soltero,Si,136,123.4,Si,Mujer,18,No,Graduate
soltero,Si,116,116.4,Si,Mujer,18,No,Graduate
casado,Si,127,123.2,No,Mujer,20,No,Graduate
soltero,Si,117,123.7,Si,Mujer,19,No,Graduate
soltero,Si,116,127.6,Si,Mujer,19,No,Dropout
soltero,Si,129,117.1,Si,Mujer,30,No,Graduate
soltero,Si,157,149.3,No,Mujer,18,No,Graduate
soltero,Si,135,125.6,Si,Mujer,18,No,Graduate
soltero,Si,139,145,Si,Mujer,18,No,Graduate
soltero,Si,115,115,No,Mujer,20,No,Graduate
soltero,Si,123,114.3,No,Mujer,19,No,Dropout
soltero,Si,140,126,Si,Mujer,19,No,Dropout
soltero,Si,138,124,Si,Mujer,19,No,Dropout
soltero,Si,132,122.6,Si,Mujer,18,No,Graduate
soltero,Si,117,113.5,Si,Mujer,19,No,Graduate
soltero,Si,140,140,No,Mujer,25,No,Graduate
soltero,Si,133.1,107,Si,Mujer,19,No,Dropout
soltero,Si,134,124.2,Si,Mujer,19,No,Graduate
soltero,Si,115,108,Si,Mujer,20,No,Graduate
soltero,Si,119,115.2,Si,Mujer,20,No,Graduate
soltero,Si,131,129.3,Si,Mujer,19,No,Graduate
soltero,Si,120,120,Si,Mujer,31,No,Graduate
soltero,Si,120,116.7,No,Mujer,20,No,Graduate
soltero,Si,133,121.1,Si,Mujer,18,No,Graduate
soltero,Si,128,123.3,Si,Mujer,20,No,Graduate
soltero,Si,129,129.4,No,Mujer,19,No,Dropout
soltero,Si,122,119.9,No,Mujer,21,No,Graduate
soltero,Si,140,131.6,Si,Mujer,18,No,Graduate
soltero,Si,143,120,Si,Mujer,21,No,Dropout
soltero,Si,140,143,No,Mujer,20,No,Graduate
soltero,Si,123,119.2,Si,Mujer,18,No,Graduate
soltero,Si,140,124.3,Si,Mujer,18,No,Graduate
soltero,Si,116,111.1,Si,Mujer,18,No,Graduate
soltero,Si,150,150,Si,Mujer,21,No,Graduate
soltero,Si,147,147.3,No,Mujer,18,No,Graduate
soltero,Si,162,147.5,Si,Mujer,18,No,Graduate
soltero,Si,108,108,Si,Mujer,20,No,Graduate
casado,Si,130,130,No,Mujer,32,No,Graduate
soltero,Si,116,109,Si,Mujer,23,No,Graduate
soltero,No,132,121.2,No,Mujer,18,No,Graduate
soltero,Si,140,140,Si,Mujer,34,No,Dropout
soltero,Si,136,125.9,No,Mujer,21,No,Graduate
soltero,Si,133,121.5,Si,Mujer,20,No,Dropout
soltero,Si,126,121.5,Si,Mujer,18,No,Graduate
soltero,Si,142,132.4,Si,Mujer,18,No,Graduate
soltero,Si,121,122.4,No,Mujer,18,No,Graduate
soltero,No,134,110,Si,Mujer,24,No,Dropout
soltero,Si,140,120.4,No,Mujer,32,No,Graduate
soltero,Si,133.1,105,Si,Mujer,24,No,Dropout
soltero,Si,157,137.8,No,Mujer,18,No,Dropout
soltero,Si,120,118,No,Mujer,28,No,Graduate
soltero,Si,134,122.1,Si,Mujer,18,No,Dropout
soltero,Si,140,140,Si,Mujer,24,No,Dropout
soltero,Si,133,143.2,No,Mujer,19,No,Graduate
casado,No,146,120.5,No,Mujer,44,No,Graduate
soltero,Si,130,119.5,Si,Mujer,18,No,Graduate
soltero,Si,151,147.5,Si,Mujer,18,No,Graduate
soltero,Si,133.1,129.6,No,Mujer,22,No,Dropout
soltero,Si,132,126.1,No,Mujer,18,No,Graduate
casado,No,110,160,No,Mujer,44,No,Graduate
union_facto,Si,133.1,105.5,No,Mujer,33,No,Dropout
casado,Si,110,95.5,No,Mujer,32,No,Dropout
casado,Si,133.1,107.5,No,Mujer,35,No,Dropout
soltero,Si,105,106.1,Si,Mujer,20,No,Graduate
soltero,Si,160,116.3,Si,Mujer,24,No,Graduate
soltero,Si,144,137.4,No,Mujer,19,No,Graduate
soltero,Si,143,144.1,Si,Hombre,19,No,Graduate
soltero,Si,160,107.8,Si,Hombre,27,No,Dropout
soltero,Si,140,128.2,No,Mujer,30,No,Dropout
soltero,Si,133.1,117,Si,Hombre,21,No,Dropout
soltero,Si,116,110.4,Si,Hombre,19,No,Graduate
soltero,Si,141,100,No,Hombre,18,No,Graduate
soltero,Si,110,117,Si,Hombre,21,No,Graduate
soltero,Si,132,128,Si,Mujer,19,No,Graduate
soltero,Si,135,122.1,Si,Hombre,18,No,Graduate
soltero,Si,135,133.4,Si,Mujer,19,No,Graduate
divorciado,Si,140,112,No,Mujer,45,No,Dropout
soltero,Si,133.1,130,Si,Mujer,26,No,Graduate
casado,No,100,100,Si,Hombre,51,No,Dropout
casado,Si,133.1,162,No,Hombre,49,No,Graduate
soltero,Si,137,131.4,Si,Hombre,22,No,Dropout
casado,Si,120,128.2,No,Mujer,33,No,Dropout
soltero,Si,148.9,148.9,No,Mujer,20,Si,Graduate
soltero,Si,134,128.4,Si,Mujer,18,No,Graduate
soltero,Si,128,120.3,Si,Mujer,20,No,Dropout
casado,No,133.1,100,No,Mujer,37,Si,Graduate
soltero,Si,131,126.1,Si,Hombre,18,Si,Graduate
soltero,Si,118,111.7,Si,Mujer,19,No,Graduate
soltero,Si,140,140,Si,Mujer,21,No,Graduate
soltero,Si,133,122.2,No,Mujer,20,No,Graduate
soltero,Si,126,118.7,Si,Mujer,19,No,Dropout
soltero,Si,125,121.5,Si,Mujer,20,No,Dropout
soltero,Si,138,134.5,Si,Mujer,18,No,Graduate
soltero,Si,140,127,Si,Mujer,19,No,Graduate
soltero,Si,124,114.2,No,Mujer,18,No,Graduate
soltero,Si,133,125.3,Si,Mujer,18,No,Graduate
soltero,Si,127,120.4,Si,Mujer,18,No,Dropout
soltero,Si,142,130.5,Si,Mujer,18,No,Graduate
soltero,Si,130,125.5,Si,Mujer,19,Si,Graduate
soltero,Si,130,133.8,No,Mujer,24,No,Graduate
soltero,Si,127,130.5,Si,Mujer,21,No,Graduate
soltero,Si,140,140,No,Mujer,20,No,Dropout
soltero,Si,126,119.4,Si,Mujer,19,No,Graduate
soltero,Si,139,121.3,Si,Mujer,19,No,Graduate
soltero,Si,141,126.3,Si,Mujer,18,No,Graduate
soltero,Si,120,111.6,Si,Mujer,19,No,Graduate
soltero,Si,120,111.3,Si,Mujer,21,No,Graduate
soltero,Si,134,122.5,Si,Mujer,19,No,Graduate
soltero,Si,128,116.5,Si,Mujer,18,No,Graduate
soltero,Si,133,132,Si,Mujer,17,No,Graduate
soltero,Si,118,117,Si,Hombre,23,No,Dropout
soltero,Si,113,116.5,Si,Mujer,19,No,Graduate
soltero,Si,135,121.5,Si,Mujer,18,No,Graduate
soltero,Si,133.1,105,Si,Mujer,20,No,Graduate
soltero,Si,130,121.3,Si,Mujer,19,No,Graduate
soltero,Si,135,136.1,Si,Mujer,18,No,Graduate
soltero,Si,133,123.6,No,Mujer,19,No,Graduate
soltero,Si,123,129,Si,Mujer,19,No,Graduate
soltero,Si,145,136.8,Si,Mujer,18,No,Graduate
soltero,Si,146,133.4,Si,Mujer,18,No,Graduate
soltero,Si,144,136,Si,Mujer,19,No,Graduate
soltero,Si,144,125.8,No,Mujer,19,No,Graduate
soltero,Si,131,120.5,No,Mujer,19,No,Graduate
soltero,Si,141,130.2,Si,Mujer,21,No,Graduate
soltero,Si,138,135.9,Si,Mujer,18,No,Graduate
soltero,Si,127,116.5,No,Mujer,19,No,Graduate
soltero,Si,124,124,No,Mujer,18,No,Dropout
soltero,No,140,140,No,Mujer,30,No,Dropout
soltero,Si,157,150.9,Si,Mujer,18,No,Dropout
soltero,Si,129,127.3,Si,Mujer,20,No,Graduate
soltero,Si,133.1,100,No,Mujer,25,No,Dropout
soltero,Si,142,128.8,Si,Mujer,18,No,Graduate
soltero,Si,156,140.8,No,Mujer,18,No,Graduate
soltero,Si,151,138,Si,Mujer,18,No,Graduate
soltero,Si,135,132.9,Si,Mujer,29,No,Dropout
soltero,Si,140,140,No,Mujer,20,No,Graduate
soltero,Si,140,140,No,Mujer,26,No,Dropout
soltero,Si,100,99.3,Si,Mujer,21,No,Graduate
soltero,Si,126,119.3,No,Mujer,19,No,Graduate
soltero,Si,123,113.2,Si,Mujer,19,No,Dropout
soltero,No,137,123,No,Mujer,20,No,Graduate
soltero,Si,138,127.2,Si,Mujer,18,No,Graduate
soltero,Si,128,141,Si,Mujer,20,No,Dropout
soltero,Si,136,121.7,No,Mujer,20,No,Graduate
soltero,Si,140,142.5,Si,Mujer,18,No,Graduate
soltero,Si,150,150,Si,Mujer,22,No,Graduate
soltero,Si,131,134.5,Si,Mujer,19,No,Graduate
soltero,Si,136,129.5,Si,Mujer,18,No,Graduate
soltero,Si,117,113.2,Si,Mujer,20,No,Graduate
soltero,Si,158,140.2,Si,Mujer,18,No,Dropout
soltero,Si,129,119.2,Si,Mujer,21,No,Dropout
soltero,Si,140,140.7,No,Mujer,19,No,Graduate
soltero,Si,141,142.3,Si,Mujer,18,No,Dropout
soltero,Si,132,129.9,Si,Mujer,18,Si,Graduate
soltero,Si,109,104.1,Si,Mujer,21,No,Dropout
soltero,Si,135,122.4,No,Mujer,19,No,Graduate
soltero,Si,122,120.6,Si,Mujer,19,No,Graduate
soltero,Si,118,112.4,Si,Mujer,19,No,Dropout
soltero,Si,174,157.9,No,Mujer,18,No,Graduate
soltero,Si,142,125.9,No,Mujer,19,No,Dropout
soltero,Si,131,118.4,Si,Mujer,20,No,Dropout
soltero,Si,139,130.8,Si,Mujer,18,No,Dropout
soltero,Si,170,176.7,Si,Mujer,19,No,Dropout
soltero,Si,182,156.8,Si,Mujer,18,No,Graduate
soltero,Si,142,128,No,Mujer,19,No,Graduate
soltero,Si,119,113.8,Si,Mujer,20,No,Graduate
soltero,Si,128,120.8,Si,Mujer,19,No,Graduate
soltero,Si,150,130.8,Si,Mujer,18,No,Graduate
soltero,Si,133.1,101,No,Mujer,25,No,Dropout
soltero,Si,131,126.1,Si,Mujer,18,No,Graduate
soltero,Si,118,113.8,Si,Mujer,19,No,Graduate
soltero,Si,122,118.3,Si,Mujer,19,No,Graduate
soltero,Si,116,127.9,No,Mujer,20,No,Dropout
soltero,Si,128,117.9,Si,Mujer,20,No,Graduate
soltero,Si,123,115.7,Si,Mujer,21,No,Graduate
soltero,Si,133.1,141,Si,Mujer,19,No,Graduate
casado,No,110,120,No,Mujer,42,No,Graduate
soltero,Si,150,131.1,No,Mujer,19,No,Graduate
soltero,Si,129,117.8,Si,Mujer,18,No,Graduate
soltero,Si,140,140,Si,Mujer,21,No,Graduate
soltero,Si,133.1,108,No,Mujer,20,No,Graduate
soltero,Si,132,122.9,Si,Mujer,20,No,Graduate
soltero,Si,137,126,Si,Mujer,19,No,Graduate
soltero,Si,133.1,134,No,Mujer,21,No,Graduate
soltero,Si,143,134.3,Si,Mujer,19,No,Graduate
soltero,Si,148,138.7,No,Mujer,19,No,Graduate
soltero,Si,160,160,Si,Mujer,22,No,Graduate
soltero,Si,112,111,No,Mujer,21,No,Graduate
soltero,Si,133,128.5,Si,Mujer,18,No,Dropout
soltero,Si,142,133,No,Mujer,20,No,Graduate
soltero,Si,123,114.6,Si,Mujer,18,No,Dropout
soltero,Si,103,104.1,No,Mujer,20,No,Dropout
soltero,Si,140,127.6,Si,Mujer,23,No,Graduate
soltero,Si,159,151,Si,Mujer,18,No,Graduate
soltero,Si,140,135.7,Si,Mujer,20,No,Graduate
soltero,Si,148,137.8,Si,Mujer,18,No,Graduate
soltero,Si,112,117.3,Si,Mujer,20,No,Graduate
soltero,Si,131,121.2,Si,Mujer,18,No,Graduate
soltero,Si,145,129.3,Si,Mujer,20,No,Graduate
soltero,Si,133.1,123,Si,Mujer,19,No,Graduate
soltero,Si,140,140,No,Mujer,21,No,Graduate
casado,Si,140,140,No,Mujer,33,No,Graduate
soltero,Si,150,144.6,No,Mujer,24,No,Dropout
soltero,Si,120,118.3,No,Mujer,20,No,Graduate
soltero,Si,156,153.6,Si,Mujer,18,No,Graduate
soltero,Si,167,158.3,Si,Mujer,18,No,Graduate
soltero,No,133.1,100,No,Mujer,29,No,Dropout
soltero,Si,147,134.9,No,Mujer,18,No,Graduate
soltero,Si,129,142,Si,Mujer,19,No,Graduate
soltero,Si,136,127.3,Si,Mujer,19,No,Dropout
soltero,Si,128,116.5,No,Mujer,18,No,Graduate
soltero,Si,140,138.6,No,Mujer,19,No,Graduate
soltero,Si,141,133,No,Mujer,20,No,Dropout
soltero,Si,125,118,Si,Mujer,19,No,Graduate
soltero,Si,140,128.5,Si,Mujer,18,No,Graduate
soltero,Si,140,129.9,No,Mujer,19,No,Graduate
soltero,Si,137,125.8,No,Hombre,20,No,Dropout
soltero,Si,138,124.7,Si,Hombre,18,No,Dropout
soltero,Si,130,154.9,No,Hombre,35,No,Dropout
soltero,Si,136,129,Si,Hombre,19,No,Graduate
soltero,Si,136,127.3,Si,Hombre,19,No,Dropout
soltero,Si,133.1,100.5,No,Hombre,24,No,Dropout
soltero,No,140,122,Si,Hombre,29,No,Dropout
soltero,Si,150,140,No,Hombre,24,No,Graduate
soltero,Si,121,116.1,Si,Hombre,19,No,Graduate
casado,Si,120,130,Si,Hombre,37,No,Dropout
soltero,Si,143,146.2,Si,Hombre,18,No,Graduate
soltero,Si,132,127.8,Si,Hombre,18,No,Dropout
soltero,Si,131,132.4,Si,Hombre,18,No,Dropout
soltero,Si,149,129.3,Si,Hombre,18,No,Graduate
soltero,Si,124,125.4,Si,Hombre,19,No,Graduate
soltero,Si,140,132,No,Hombre,19,No,Dropout
soltero,Si,170,170,Si,Hombre,21,No,Graduate
soltero,Si,126,115.5,No,Hombre,18,No,Graduate
soltero,Si,129,127.6,Si,Hombre,19,No,Dropout
soltero,Si,140,140,No,Hombre,25,No,Graduate
soltero,Si,130,120.2,Si,Hombre,22,No,Graduate
soltero,Si,130,150,No,Hombre,24,No,Graduate
soltero,Si,99,100,Si,Hombre,19,No,Graduate
soltero,Si,129,128,No,Hombre,20,No,Dropout
soltero,Si,132,128,Si,Hombre,19,No,Graduate
soltero,Si,110,107.2,Si,Hombre,19,No,Dropout
soltero,Si,116,110.1,Si,Hombre,19,No,Graduate
soltero,Si,119,119,No,Hombre,23,No,Dropout
casado,Si,120,155.5,No,Hombre,47,No,Dropout
soltero,Si,117,118.4,No,Hombre,19,No,Graduate
soltero,Si,137,141.2,Si,Hombre,19,No,Graduate
soltero,Si,124,119.1,Si,Hombre,18,No,Dropout
soltero,Si,151,111,No,Hombre,28,No,Dropout
soltero,Si,138.6,138.6,Si,Hombre,20,No,Dropout
soltero,Si,136,150.4,Si,Hombre,21,No,Graduate
soltero,Si,133.1,102.5,No,Hombre,24,No,Dropout
soltero,Si,150,122.3,No,Hombre,28,No,Graduate
soltero,Si,133,126.4,Si,Hombre,18,No,Graduate
soltero,Si,133.1,100,No,Hombre,48,No,Dropout
soltero,Si,129,117.1,Si,Hombre,21,No,Graduate
soltero,Si,130,129.4,Si,Hombre,23,No,Dropout
soltero,Si,141,138.9,Si,Hombre,18,No,Graduate
soltero,Si,140,138.6,No,Hombre,22,No,Dropout
soltero,Si,122,133.9,Si,Hombre,25,No,Dropout
soltero,Si,140,140,No,Hombre,27,No,Dropout
soltero,Si,133.1,95.1,No,Hombre,49,No,Dropout
soltero,No,120,128.2,No,Hombre,31,No,Dropout
soltero,Si,133.1,121.5,No,Hombre,54,No,Dropout
soltero,Si,120,120,Si,Hombre,25,No,Dropout
soltero,Si,120,120,No,Hombre,28,No,Dropout
casado,No,133.1,107,No,Hombre,41,No,Graduate
soltero,Si,123,114.4,No,Hombre,22,No,Dropout
soltero,Si,178,157.7,No,Hombre,34,No,Dropout
soltero,Si,130,150,No,Hombre,28,No,Dropout
soltero,Si,140,140,No,Hombre,50,No,Dropout
soltero,Si,108,109.1,Si,Hombre,19,No,Dropout
soltero,Si,120,120.6,No,Hombre,18,No,Dropout
casado,No,100,161.9,No,Hombre,59,No,Dropout
casado,No,140,140,Si,Hombre,33,No,Dropout
soltero,Si,133.1,178,Si,Hombre,23,No,Graduate
casado,No,133.1,138.3,No,Hombre,44,No,Dropout
casado,No,140,128,Si,Hombre,37,No,Dropout
casado,Si,100,139,No,Hombre,36,No,Dropout
soltero,No,123,113.2,No,Hombre,22,No,Dropout
casado,No,133.1,139,No,Hombre,49,No,Graduate
soltero,Si,135,110,Si,Hombre,23,No,Graduate
casado,No,120,161.1,No,Hombre,47,No,Dropout
soltero,Si,130,130,No,Hombre,28,No,Graduate
soltero,Si,133.1,121,No,Hombre,21,No,Dropout
soltero,Si,120,118.6,No,Hombre,21,No,Graduate
casado,Si,133.1,115.8,No,Hombre,49,No,Dropout
soltero,No,120,160,No,Hombre,40,No,Graduate
soltero,Si,125,114.5,No,Hombre,22,No,Graduate
soltero,No,133.1,121.7,No,Hombre,31,No,Dropout
soltero,Si,120,115,No,Hombre,30,No,Dropout
soltero,Si,127,125.3,No,Hombre,19,No,Graduate
soltero,Si,131,131,No,Hombre,22,No,Dropout
soltero,Si,127,126.3,No,Hombre,19,No,Graduate
soltero,Si,132,127.1,No,Hombre,21,No,Dropout
soltero,Si,137,138.4,No,Hombre,19,No,Graduate
soltero,Si,126,100,Si,Hombre,22,No,Dropout
soltero,Si,136,126.2,No,Hombre,22,No,Graduate
soltero,Si,124,118.8,No,Hombre,19,No,Graduate
soltero,Si,137,124.5,No,Hombre,26,No,Dropout
soltero,Si,133.1,95,No,Hombre,20,No,Dropout
soltero,Si,140,140,Si,Hombre,18,No,Dropout
divorciado,No,133.1,125.4,No,Hombre,39,No,Dropout
soltero,Si,141,128,No,Hombre,18,No,Dropout
soltero,Si,130,129.3,No,Hombre,18,No,Graduate
soltero,Si,160,152,No,Hombre,19,No,Graduate
soltero,Si,140,128.8,No,Hombre,18,No,Graduate
soltero,Si,150,152.8,Si,Hombre,18,No,Dropout
soltero,Si,150,150,Si,Hombre,22,No,Graduate
soltero,Si,133.1,112,No,Hombre,19,No,Graduate
soltero,Si,152,135.6,Si,Hombre,18,No,Dropout
soltero,Si,133.1,134.4,No,Hombre,31,No,Dropout
soltero,No,130,120.5,No,Hombre,28,No,Dropout
soltero,Si,148,141.4,No,Hombre,19,No,Dropout
soltero,Si,148,145.2,No,Hombre,20,No,Graduate
divorciado,Si,130,140,No,Hombre,50,No,Dropout
casado,No,130,140,Si,Hombre,31,No,Dropout
soltero,Si,122,112.6,Si,Hombre,21,No,Graduate
casado,Si,110,106.8,No,Hombre,34,No,Dropout
casado,No,110,120,Si,Hombre,40,No,Dropout
soltero,Si,170,160.6,Si,Hombre,18,No,Graduate
casado,Si,110,130,No,Hombre,46,No,Dropout
soltero,No,110,110,No,Hombre,37,No,Dropout
soltero,Si,133.1,110,Si,Hombre,31,No,Dropout
soltero,Si,133.1,145.8,No,Hombre,34,No,Graduate
